ID,Title,Location,Salary,summary
be6c1f03fa566f8e,추천 시스템 연구/개발,카카오 4.2 성남 판교역,,"Content-based Filtering, Matrix Factorization 프로그래밍 언어 Python, C/C++, Go, Java, Scala, Matlab, R 관련 서비스 미디어다음, 브런치, 카카오TV..."
33da210b05e4dac7,"Design Consultant, Sr II",Synopsys 대한민국,,"DFT, MBIST, and ATPG tools. • Experience scripting... Python and Tcl. Experience with Verilog or SystemVerilog RTL..."
0184fd84022533a6,Datacenter Engineer,Oracle 3.8 서울,,"Base Operating System Install • Some experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp, nfs..."
a50fce6cc2cb57c9,자연어처리전문가 금융챗봇 만들어 갈 엔지니어,파운트 서울 충정로역,,리에 필요한 알고리즘을 개발하고 Python으로 구현 및 성능 검증을 진행... Description - 자연어 처리에 필요한 알고리즘을 개발하고 Python으로 구현 및 성능 검증을 진행 - 자연어 전처리 (형태소 분석...
475bfcb9fe2956fa,"Solution Architect, Data Scientist - WWF...",NVIDIA 서울,,"fields 3+ years work or research experience with Python, C++ software development A proven track record of academic..."
464ef95516a5fa5c,8퍼센트 경력 개발자,8퍼센트 서울 종로구,,"개발업무 - 금융 서비스 개발 - Python/Django 기반 - 정해진 역할이 아닌 기능에 따른 업무 분배 - 프로트엔드부터 백엔드까지 업무 범위... SQL 기본 - git flow - python, django 경험자 우대"
20604c00a91032e4,[네이버파이낸셜] CSS 모델 개발 및 운영 담당자,네이버 대한민국,,"데이터 핸들링 및 분석에 능숙하신 분 [우대사항] - 비 금융 데이터 분석 경험이 있으신 분 - R, Python 등을 활용한 ML 개발 경험이 있으신 분 [채용조건] ﻿ - 정규직 전형절차 및 기타사항 1 전형절차..."
65232d6e37b8f7fb,주니어 데이터 엔지니어 / Junior Data Engineer,Bagelcode 서울,,일관성을 보장할 수 있는 시스템 연구 및 개발 [업무 내용] - Python과 Airflow를 이용한 데이터 파이프라인 개발 - Spark와... 본적인 전산 지식에 대한 이해 - Python / Java / Scala...
01bc879744c28f9c,Support Engineer _ Azure PaaS,Microsoft 4.2 서울,,"Java, Node, Python, PHP and Ruby, .NET... Linux, NGNIX, Apache, Java, Node, Python, PHP and Ruby • Experience with customer..."
e11bc11a4d72cc54,MPK / MPI-SD Joint Postdoctoral Position...,POSTECH / Max Planck POSTECH/KOREA Res. Init. 대한민국,,"Experience in computer programming using C/C++, FORTRAN, Python, Mathematica or Matlab is highly desirable. The candidate may..."
68ee194a9d487aac,Data Engineer,고도소프트 서울 구로구,,"MongoDB, CouchBase, Hadoop, Redis 등 운영 경험이 있는 분 - PHP, Python, JAVA, GO 중 1개 이상 사용한 개발이 가능한 분 우대사항 - Spark, ELK, R, MapReduce..."
39c7aea684076307,[신세계아이앤씨] (주)신세계아이앤씨 상반기 시스템운영/개발 부문 인재모...,신세계 4.5 대한민국,,"운영경험자 -. 빅데이터 시스템 (Hadoop, Spark 등) 경험자 -. CRM 시스템 관리 경험자 -. Python, NoSQL, 머신러닝, 딥러닝 경험자 및 수행 가능자 -. AWS 경험자 / SAP 경험자..."
7eb726eeabdf393d,[온라인공채] ZUM 데이터 분석(경력),미래에셋제5호기업인수목적 서울 서초구,,"업무를 수행할 수 있는 하나 이상의 언어 스킬 필수 (예. SQL, Python, R 등) - 복잡한 분석 결과에 대한 명확한 의사소통 및 문서화... SQL|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python"
86b22315c32f950a,"(하나금융융합기술원) AI/Bigdata 석,박사 연구원(경력직) 채용",하나금융티아이 인천 검암경서동,,"통계 가설검증(계량경제학) 이론들에 대한 연구능력 ㆍ기계학습 이론들에 대한 연구능력 ㆍ프로그래밍 언어: Python 중급 이상 [우대사항] ㆍ계량투자 관련 경험(시스템 트레이딩, 백테스트 시스템 설계 등) ㆍ클라우드..."
475cc377417d9a5b,데이터수집개발파트,Nexon 성남 분당구,,"주요업무 - 넥슨 인하우스 데이터 수집 시스템 개발 및 운영 지원자격 - 경력 무관 - Java 또는 Python, Go 중에 개발 경험이 있으신 분 - 클라우드 (AWS or Azure, GCP) 서비스 개발 경험이..."
b0e9252f0c2cf6ec,[개발]위메프패션 백엔드 개발자(정규직),위메프 2.3 대한민국,,"위메프패션 서비스 백엔드 개발 [자격사항] - 백엔드개발 경력 3년 이상 - Java, Node.js, Python, Php, Ruby 중 하나 이상 백엔드 개발 경험이 있으신 분 - NoSql 사용 경험이 있으신 분..."
cae2de07045cfb2b,"Java, Python 영상툴 개발자",에이아이메이커 서울 마곡동,,원하면 가능) 담당업무 - 영상 라벨링 Tool 개발 - Tool 정확성 개선 자격요건 - Java - Python 우대사항 - 관련 개발 경력 - 툴개발 경력 근무조건 - 월~금 AM9:30 ~ PM18:30 복지...
d1e75364ef505c68,"데이터 가치 함께 발굴하실 머신러닝, 통계 모델링 전문가",카카오 4.2 성남 판교역,,해당 기술에 자신감이 있으신 분도 환영합니다. 지원자격 머신 러닝/통계 등 모델링에 활용하는 언어( Python/Scala/R 등) 및 도구(Tensor flow/Pytorch 등)를 하나 이상 능숙하게 다룰 수 있으신...
d0650e2aa74d1287,"응용프로그램개발, 인공지능 신입/경력 정규직",퓨처메인 수원 영통구,,통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터...
6218cd959f0f6bd4,Financial Controller with Data Science,Continental 4.0 대한민국,,"P&L) - Experienced data analyzing skill (e.g. Power BI, KNIME, R, Python) - Applicable of coding - Good command in English..."
c1037225077ca4da,데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업 서울 강남구,"연봉 40,000,000원 - 70,000,000원","데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
55dd3a1ce1248639,System Administrator 2-IT (Datacenter En...,Oracle 3.8 서울,,"Base Operating System Install • Some experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp, nfs..."
273d830a0c62aedd,솔루션 프론트엔드 개발자,Nexon 성남 분당구,,"분석 솔루션 서비스들의 웹프론트 개발 및 운영 지원자격 - 경력제한 없음 - flask, django등 Python 기반 웹서비스 개발 기술 스택 사용 경험 - vue.js 등의 Framework 사용 경험과 이에 수반..."
e11bc11a4d72cc54,MPK / MPI-SD Joint Postdoctoral Position for Ultrafast Nonli...,POSTECH / Max Planck POSTECH/KOREA Res. Init. 대한민국,,"Experience in computer programming using C/C++, FORTRAN, Python, Mathematica or Matlab is highly desirable. The candidate may..."
3a08c7089343733d,광고팀 - 분석가,Nexon 성남 분당구,,및 커뮤니케이션 능력 - (필수) 새로운 기술 습득에 능동적이고 거부감이 없는 분 - (선택) R 혹은 Python을 이용한 데이터분석 능력 - (선택) SQL 기본 활용 능력 - (선택) 통계 및 분석에 대한 이론...
a2b3aa4885ea6dfb,"(하나금융융합기술원) AI/Bigdata 석,박사 연구원(경력직) 채용(...",하나금융티아이 인천 검암경서동,,"Engineering/정보검색/NLP/머신러닝/ 텍스트 마이닝 분야 연구 및 개발자 -프로그램( python, java, C/C++ 등) 가능자 *우대사항 -챗봇, 상담시스템, Q&A시스템 구축 경험 -온톨로지 기반..."
7d85150a375cfacf,[Search & Clova] BigData and AI Platform...,네이버 대한민국,,터에서 수행되는 다양한 작업에 대한 문제 해결과 성능 향상을 위한 기술 제안 [필수조건] - Java / Python / C / C++ 개발 가능 (경력사원의 경우 1년 이상의 경력) - 리눅스 환경에서의 개발 경험 - 우수...
7b96b63ac704d98a,AI Scientist - Symbolic AI (Natural Lang...,MIND AI 서울,"연봉 60,000,000원 - 100,000,000원","relation frameworks * Experience in programming in Perl, Python, or another scripting language * Experience in using grammars..."
20d40ee61adffeca,챗봇 플랫폼 개발자,카카오 4.2 성남 판교역,,"서비스에 대한 두려움이 없으신 분 서버 개발 Java, Scala, Kotlin 등의 JVM 기반 언어 및 Python을 이용해서 실서비스 개발 및 운영해보신 분 데이터 엔지니어 Kafka, Elasticsearch..."
f8b1270b1176f7f3,주요정보통신기반시설 취약점분석평가 전문인력(경력직),한국정보기술단 과천 과천시,,"자격요건] - 3년 이상 취약점분석평가 업무 경험자 - Shell, batch, Excel, VBA, Python 프로그램 개발 가능자 - 분석평가보고서, 제안서 작성 숙달자 - 기반보호법, 정보통신망법, 개인정보보호법 숙지..."
90104004fabe2502,[Search & Clova] 글로벌 콘텐츠 검색/ AI 기술 개발 신입...,네이버 대한민국,,"대규모 로그 분석 및 관련 시스템 운영 · 콘텐츠 검색 서비스 개발 및 운영 필요역량 · C, Java, Python 등의 프로그래밍 언어 중 1 개 이상 자유자재로 다루시는 분 · Linux/Shell 및 Git 환경에..."
8e3d4022aed99fb2,파이썬 Python 개발자,인섹시큐리티 서울 금천구,"연봉 50,000,000원 - 60,000,000원",(주)인섹시큐리티 파이썬 Python 개발자 모집 모집부문 및 자격요건 담당업무 자격요건 인원 파이썬 Python 개발자 [자격요건] 경력사항... 래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python...
380d14940dd4fba9,"[긴급] C-ITS 등 교통산업 컨설팅, 수주 전략 기획, 제안 ( 대리...",에이스파트너스서치펌 서울,,통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI...
7db25ada717266e0,[Search&Clova] Clova AI AiCall 개발자 경력사원,네이버 대한민국,,내부 도구 개발 [필요역량] - Python 혹은 비슷한 유형의 언어 개발... 데이터 전처리 자동화 및 MLOps [필요역량] - Kotlin / Python / Go 중 하나 이상 능숙하게 개발 가능하신 분 - 디자인 패턴...
bfe0f5ac4f32ec89,추천 통계분석/데이터사이언티스트,카카오 4.2 성남 판교역,,등 기타 카카오 서비스 영역 전반 지원자격 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어(R/ Python) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항 머신...
5830d6032e92599e,[신세계아이앤씨] (주)신세계아이앤씨 상반기 AI/기획/데이터분석 부문...,신세계 4.5 대한민국,,"직무 AI (머신러닝/딥러닝) 기획 및 개발 인원 0명 필수사항 -. Programming : R, Python, SQL 등 경험자 -. 데이터 마이닝의 알고리즘에 대한 이해 및 활용 가능자 -. 데이터 프로파일..."
b2c01054f550bdf2,2020 APAC Graduate Programme – Junior Fi...,BNP Paribas 3.9 서울,,industry is an advantage Technical & Behavioral Competencies Python MS Office (including Excel VBA) Bloomberg & Date guide
6c6ccc05ec15dc41,Design for Test (DFT) Engineer,SiFive 대한민국,,"power intent (UPF/CPF). Good scripting skills using Tcl, Perl, Python, Makefile and Shell scripts Preferred qualifications..."
b19575486d134ab7,BR&T Software Engineer Intern,BOEING 서울,,"Korean (Required) Strong software development skills using Python, C, C++, Java, and Javascript etc (Preferred) Knowledge..."
d2ca1a4025dbb1a7,"기업부설연구소 연구원 (인공지능(AI), 딥러닝), 소프트웨어 개발자 신...",테크에이스 솔루션 서울 금천구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
2a4041f0b6aeb27b,RF SW Engineer,Qualcomm 4.1 서울,,programming skill in C/C++ - Visual C++ / Java / Python programming skill is plus - Strong experience in RF software...
c2bc15d755c2e44a,제조공정Deep Learning/AI 전문가 대그룹계열제조사,대그룹계열제조사 서울특별시,,"컴퓨터공학 등 인공지능 관련학과 - Image 및 공정 Data 분석 중심의 및 Deep Learning /AI 개발 및 산업 적용 경험 5년 이상 - Python, R, CNN, DNN, RNN 등 Tool 활용 가능"
554c2e55cc985488,Data Scientist,Supercell 서울,,innovate and work independently Strong SQL skills and strong Python or R skills; familiarity with Jupyter or RStudio a plus...
46e64783bd9d2d0d,데이터 전문가 경력,LG CNS 3.7 서울,,"3년 이상 ② , Python, SQL 활용 가능 우대사항 (해당 내용 중 1개 이상) ① AI/빅데이터 분석 프로젝트 PM/PL 경험 보유 ② AI/빅데이터 분석 프로젝트 경험 10년 이상 ③ R, Python, SAS 중..."
2bd4dbc4b81c0bd3,모바일 뱅킹앱 서비스의 설계/기획 경력 [저축은행그룹 모기업],피플렙 서울 구로구,,"경력 우대 - 고객/채널/상품 데이터 분석과 니즈 파악 - 데이터 분석(SQL,R,Tableua,SAS, Python) - 전자금융서비스 기획 및 개발 유경험자 0 명 근무조건 급여조건: 연봉 협의 후 결정 전형단계 및 제출서..."
752a4b5d63eac97c,Back-end Engineer (Python),Soomgo 서울 강남구,,래픽 처리를 위한 AWS 인프라 구축 • 5년 이상의 웹/앱 서비스 백엔드 시스템 개발 경험이 있는 분 • Python 언어를 활용한 개발 경험이 있는 분 • 성능 최적화에 대해 지속적으로 고민하고 노력하시는 분 • AWS...
8d0b3a79363b5a69,Business Analyst (Search and Discovery A...,Coupang 3.1 서울,,"equivalent experience * Has experience with SQL, Excel, Python, and R/SAS or any statistical package * Has experience..."
8becbf73bbda7c96,2019 Military Service Exemption Position...,울산과학기술원 울산 언양읍,,"least one programming language... Fortran, C/C++, Python, …; Experience... managing high performance computational..."
a39853230d5ceca8,Healthcare Real World Data Analyst 담당자,IQVIA 서울,,"HEOR 전반적인 업무 수행 Qualifications Claims Data 관련 분석 경력자 SAS / Python / R 등 통계 프로그래밍 언어 사용 가능자 통계학 전공자, 통계 및 Epidemiology 관련 석사..."
f775c2b405edea87,"Computer Vision Engineer, Perception – A...",NVIDIA 서울,,"PyTorch, etc). Strong programming skills in C++... python. Outstanding communication and teamwork skills as we work..."
feac8a234b715106,네이버 일본 맛집 서비스 CONOMI 머신러닝 개발자,네이버 대한민국,,"2 년 이상 ) - 컴퓨터 관련 전공자 수준의 프로그래밍 역량 (Linux/Shell, C++, Python, TensorFlow, PyTorch 등 ) - Production level 의 machine learning..."
8405cf7fad057a1a,글로벌 소비재기업 APAC담당 Sr. Enterprise Architec...,글로벌 소비재기업 서울,"연봉 80,000,000원 - 150,000,000원","technology (AWS, Azure etc... any programming language (Java, Python etc.) • Good understanding and functional knowledge..."
07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오 4.2 성남 판교역,,"트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 C/C++/ Python 프로그래밍 숙련자 GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발... 키워드 프로그래밍 언어 Python, C/C++, Go, Java..."
41e16c5d37456c7d,Avionics Software Engineer Intern,BOEING 서울,,"software development skills... simulink, c++, or python ideal candidate may have knowledge on aerospace and avionics..."
d9086035792f01d0,AI 기반 로봇 서비스 개발 그룹 IT 인프라 구축,그룹 IT 인프라 구축 서울특별시,,"주요 언어 및 프레임워크 : C, Python, Tensorflow... 리즘 구현 및 적용 - Deep Learning 프로젝트 수행 경험 - Python 중급 이상 기타 - Robot 제어 관련 지식 및 프로젝트 경험자 우대"
950367c9910738e4,웹프로그래머 (FrontEnd) 기업부설연구소 연구원 #python #j...,넥스텝코리아 서울 용산구,"연봉 30,000,000원 - 32,000,000원","데이터 수집, 분석 및 가공 에 관련된 프로그램 개발 ( Python) REST API개발( Python) # 우대사항 javascript 개발경험 필수 python 개발 유경험자 우대 Android, iOS 개발 유경험자 우대..."
a8ed60198075d112,Application Backend Developer,BOEING 서울,,"experience is required. Proficiency in Java, JavaScript, Python, C#, C++ or comparable Object Oriented Language Knowledge..."
b2cfcc7d4b79c216,[Search&Clova] Clova 챗봇 Platform 개발 신입/경...,네이버 대한민국,,"및 알고리즘에 대한 기본기 ) - Programming Skill · Java, Scala, Spark, Python 등 [우대사항 ] · Scala 경험자 또는 Scala 를 이용하여 웹 서버 백엔드 개발하고 싶은 분..."
4233609a843b5e96,분석지원팀 - 데이터 분석가,Nexon 성남 분당구,,및 커뮤니케이션 능력 - (필수) 새로운 기술 습득에 능동적이고 거부감이 없는 분 - (선택) R 혹은 Python을 이용한 데이터분석 능력 - (선택) SQL 기본 활용 능력 - (선택) 통계 및 분석에 대한 이론...
c6398dbbd3c4f4d9,"Partner Engineer, Google Assistant",Google 4.3 서울,,"languages... C++, Java, JavaScript, Typescript or Python. Preferred qualifications: A passion for engineering..."
fb0d4b29731b536d,백엔드 엔지니어 (e-커머스),리디 서울특별시,,대용량 트래픽 운영 경험 MSA에 대한 이해도가 있으신 분 RDBMS에 대한 깊은 이해도가 있으신 분 Python/Django 혹은 Java/Spring 개발 경험이 있으신 분 콘텐츠 혹은 커머스 서비스 개발 경험 [지원...
37d1f6dbb37f8a38,대용량 분산 스토리지 개발자,카카오 4.2 성남 판교역,,이상 #우대 자격 Java 멀티쓰레드 기반 네트워크 프로그래밍 경험이 있으신 분 (netty도 ok) Python 등의 스크립트 언어를 하나 이상 다룰수 있으신 분 HBase 등의 NoSQL 시스템 운영이나 사용 경험이...
166aa0c72e94a266,Business Data Analyst,Soomgo 서울 강남구,,"경제학, data analysis 등 관련 전공 또는 데이터 분석 관련 경력 있으신 분 우대사항 • Python 또는 R 을 사용하여 데이터 분석에 활용 가능 • O2O 및 플랫폼 비즈니스 경험 [숨고멤버 Join..."
fd67d04ed1642339,네이버 UGC 데이터 분석/운영 개발자,네이버 대한민국,,"파이프라인 운영 - 서비스 지표 시스템 개발 [필요역량] 아래 역량 중 2개 이상 해당되시는 분 - Python 기반 데이터 분석 - 상황에 맞는 머신러닝 활용 - Hadoop Eco System, Kafka, Spark..."
7af1798e214d4067,Support Engineer _ Devices & IoT,Microsoft 4.2 서울,,"problem-solving skills • Strong C/C++ coding skills, along with Python, C# and Java • Azure/AWS cloud development experience..."
48ca423ba9cc3be4,Product Test Engineer - GPU,NVIDIA 서울,,"VB. Experience in either Shell Prog., Awk/Sed, Perl, Python is preferred. Experience in CAD/SPICE is preferred. Experience..."
eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon 성남 분당구,,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
eeb027369cdab361,분석 플랫폼 웹 프론트 엔지니어,Nexon 성남 분당구,,"CSS, Javascript 등 웹어플리케이션 개발을 위한 front-end 개발 가능 - Node, Python, C#, Java 중 최소 1개 언어에 대한 경험이 있는 분 - SQLServer, Mysql과 같은..."
649ccf047c868778,"금융 데이터 분석 엔진, 로보어드바이저 개발자",에스비씨엔 서울 영등포구,,"시스템, 머신러닝, 자연어처리. 패턴분석 - 다음 언어에서 최소 한 가지 이상 능숙자: Java, C++, Python, JavaScript 우대사항 - 석사이상 컴퓨터공학 (Computer Science) 분야 또는..."
0c73ef7efc258db7,Platform Application Engineer,Intel 4.1 서울,,"development, however some assembly language programming and Python scripts may be required Qualifications  Should have..."
c1037225077ca4da,데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업 서울 강남구,"연봉 40,000,000원 - 70,000,000원","데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
a8ed60198075d112,Application Backend Developer,BOEING 서울,,"experience is required. Proficiency in Java, JavaScript, Python, C#, C++ or comparable Object Oriented Language Knowledge..."
37d1f6dbb37f8a38,대용량 분산 스토리지 개발자,카카오 4.2 성남 판교역,,이상 #우대 자격 Java 멀티쓰레드 기반 네트워크 프로그래밍 경험이 있으신 분 (netty도 ok) Python 등의 스크립트 언어를 하나 이상 다룰수 있으신 분 HBase 등의 NoSQL 시스템 운영이나 사용 경험이...
e11bc11a4d72cc54,MPK / MPI-SD Joint Postdoctoral Position for Ultrafast Nonli...,POSTECH / Max Planck POSTECH/KOREA Res. Init. 대한민국,,"Experience in computer programming using C/C++, FORTRAN, Python, Mathematica or Matlab is highly desirable. The candidate may..."
7af1798e214d4067,Support Engineer _ Devices & IoT,Microsoft 4.2 서울,,"problem-solving skills • Strong C/C++ coding skills, along with Python, C# and Java • Azure/AWS cloud development experience..."
f775c2b405edea87,"Computer Vision Engineer, Perception – A...",NVIDIA 서울,,"PyTorch, etc). Strong programming skills in C++... python. Outstanding communication and teamwork skills as we work..."
2a4041f0b6aeb27b,RF SW Engineer,Qualcomm 4.1 서울,,programming skill in C/C++ - Visual C++ / Java / Python programming skill is plus - Strong experience in RF software...
8e3d4022aed99fb2,파이썬 Python 개발자,인섹시큐리티 서울 금천구,"연봉 50,000,000원 - 60,000,000원",(주)인섹시큐리티 파이썬 Python 개발자 모집 모집부문 및 자격요건 담당업무 자격요건 인원 파이썬 Python 개발자 [자격요건] 경력사항... 래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머> Python...
8becbf73bbda7c96,2019 Military Service Exemption Position...,울산과학기술원 울산 언양읍,,"least one programming language... Fortran, C/C++, Python, …; Experience... managing high performance computational..."
eeb027369cdab361,분석 플랫폼 웹 프론트 엔지니어,Nexon 성남 분당구,,"CSS, Javascript 등 웹어플리케이션 개발을 위한 front-end 개발 가능 - Node, Python, C#, Java 중 최소 1개 언어에 대한 경험이 있는 분 - SQLServer, Mysql과 같은..."
7b96b63ac704d98a,AI Scientist - Symbolic AI (Natural Lang...,MIND AI 서울,"연봉 60,000,000원 - 100,000,000원","relation frameworks * Experience in programming in Perl, Python, or another scripting language * Experience in using grammars..."
d2ca1a4025dbb1a7,"기업부설연구소 연구원 (인공지능(AI), 딥러닝), 소프트웨어 개발자 신...",테크에이스 솔루션 서울 금천구,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
273d830a0c62aedd,솔루션 프론트엔드 개발자,Nexon 성남 분당구,,"분석 솔루션 서비스들의 웹프론트 개발 및 운영 지원자격 - 경력제한 없음 - flask, django등 Python 기반 웹서비스 개발 기술 스택 사용 경험 - vue.js 등의 Framework 사용 경험과 이에 수반..."
8d0b3a79363b5a69,Business Analyst (Search and Discovery A...,Coupang 3.1 서울,,"equivalent experience * Has experience with SQL, Excel, Python, and R/SAS or any statistical package * Has experience..."
b19575486d134ab7,BR&T Software Engineer Intern,BOEING 서울,,"Korean (Required) Strong software development skills using Python, C, C++, Java, and Javascript etc (Preferred) Knowledge..."
4233609a843b5e96,분석지원팀 - 데이터 분석가,Nexon 성남 분당구,,및 커뮤니케이션 능력 - (필수) 새로운 기술 습득에 능동적이고 거부감이 없는 분 - (선택) R 혹은 Python을 이용한 데이터분석 능력 - (선택) SQL 기본 활용 능력 - (선택) 통계 및 분석에 대한 이론...
